emissions_id,actor_id,year,total_emissions,methodology_id,datasource_id
GCoMEC:ES0400:2015.0,ES-AMU,2015,31804,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0352:2012.0,ES-ANT,2012,39919,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0724:2012.0,ES-AOS,2012,15775,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-AOT,2015,1098,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0231:2016.0,ES-APE,2016,46929,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0099:2013.0,ES-AQR,2013,219466,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0275:2015.0,ES-AQW,2015,76375,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0566:2013.0,ES-AR8,2013,14414,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0301:2012.0,ES-ARN,2012,49675,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0999:2012.0,ES-ARQ,2012,4303,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0438:2014.0,ES-AUT,2014,30805,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1559:2012.0,ES-AXZ,2012,1387,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0230:2013.0,ES-AYA,2013,166713,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0215:2012.0,ES-BAA,2012,89939,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0022:2012.0,ES-BAD,2012,536192,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0254:2012.0,ES-BAI,2012,33568,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0103:2015.0,ES-BAS,2015,133576,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1059:2014.0,ES-BCA,2014,7327,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0002:2017.0,ES-BCN,2017,3047404,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0202:2013.0,ES-BDF,2013,63029,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0815:2012.0,ES-BDG,2012,10885,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0148:2016.0,ES-BDV,2016,125690,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0537:2015.0,ES-BIG,2015,9820,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0009:2009.0,ES-BIO,2009,3364641,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0009:2018.0,ES-BIO,2018,1119582,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0744:2015.0,ES-BIR,2015,9938,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0308:2012.0,ES-BJA,2012,51337,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0470:2013.0,ES-BJC,2013,25805,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0035:2012.0,ES-BJZ,2012,668417,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0474:2015.0,ES-BLM,2015,37424,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1490:2015.0,ES-BMF,2015,943,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0801:2012.0,ES-BNH,2012,13194,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0573:2013.0,ES-BNS,2013,11877,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0644:2014.0,ES-BPU,2014,14414,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0462:2013.0,ES-BRN,2013,21850,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0759:2014.0,ES-BRY,2014,11668,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0497:2017.0,ES-BS3,2017,30927,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0599:2012.0,ES-BSG,2012,11394,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0367:2016.0,ES-BUL,2016,40172,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0285:2012.0,ES-BZA,2012,52498,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0241:2013.0,ES-CAB,2013,98651,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0756:2017.0,ES-CAF,2017,14181,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1160:2010.0,ES-CAQ,2010,4838,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0021:2017.0,ES-CAR,2017,683653,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0526:2012.0,ES-CBI,2012,27744,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0679:2012.0,ES-CBM,2012,25585,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0903:2016.0,ES-CD2,2016,8844,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0280:2016.0,ES-CDD,2016,55767,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0079:2012.0,ES-CDF,2012,197481,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0256:2015.0,ES-CDS,2015,9910,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0369:2012.0,ES-CEA,2012,83444,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0643:2012.0,ES-CES,2012,17881,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0318:2012.0,ES-CGT,2012,44346,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0062:2013.0,ES-CHF,2013,247213,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0253:2013.0,ES-CHP,2013,57133,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0658:2012.0,ES-CHU,2012,17939,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1017:2012.0,ES-CHV,2012,9559,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0992:2012.0,ES-CIJ,2012,8799,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1058:2013.0,ES-CJ2,2013,5771,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0279:2014.0,ES-CLI,2014,54363,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0346:2012.0,ES-CLL,2012,56314,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0333:2012.0,ES-CLV,2012,34076,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0156:2009.0,ES-CMC,2009,193641,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0477:2013.0,ES-CMS,2013,42347,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1066:2012.0,ES-CNJ,2012,4223,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0656:2012.0,ES-CNL,2012,26561,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-CNS,2015,26210,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0366:2015.0,ES-COA,2015,24693,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2013.0,ES-COL,2013,18164,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0083:2012.0,ES-CRD,2012,210673,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0219:2013.0,ES-CRM,2013,66179,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0505:2012.0,ES-CRS,2012,81138,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1260:2012.0,ES-CSG,2012,4974,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0710:2013.0,ES-CSR,2013,17621,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES2140:2016.0,ES-CUB,2016,48092,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0980:2012.0,ES-CUV,2012,11664,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0211:2013.0,ES-CYQ,2013,76002,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0129:2019.0,ES-CZA,2019,63684,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0746:2013.0,ES-CZE,2013,11329,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0507:2015.0,ES-DDP,2015,12218,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0872:2012.0,ES-DFT,2012,11820,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0712:2012.0,ES-DIS,2012,13914,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-DMJ,2015,21957,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0242:2012.0,ES-DMV,2012,61295,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1388:2012.0,ES-DOL,2012,6838,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0503:2012.0,ES-DUC,2012,21289,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1023:2015.0,ES-DYN,2015,3104,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0239:2015.0,ES-EAH,2015,83661,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1123:2014.0,ES-ECS,2014,7108,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0068:2012.0,ES-EEJ,2012,410599,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0422:2012.0,ES-ELL,2012,36192,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0095:2012.0,ES-EOG,2012,135786,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0074:2012.0,ES-EPB,2012,314898,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0053:2013.0,ES-ESM,2013,458955,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1314:2012.0,ES-ESU,2012,2812,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0785:2012.0,ES-F7M,2012,6013,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0987:2012.0,ES-FIN,2012,10343,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-FLX,2017,74675,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0264:2014.0,ES-FQV,2014,68997,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1006:2012.0,ES-FRL,2012,3184,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-FRT,2015,10240,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-FUA,2015,3981,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0833:2012.0,ES-GAO,2012,32267,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0807:2012.0,ES-GAX,2012,3760,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0909:2015.0,ES-GD7,2015,3335,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0535:2017.0,ES-GDA,2017,25407,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-GDL,2015,20038,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0293:2016.0,ES-GDS,2016,35305,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0078:2012.0,ES-GEZ,2012,215503,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0578:2015.0,ES-GGG,2015,12009,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1830:2017.0,ES-GGL,2017,18905,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0418:2012.0,ES-GIB,2012,21061,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0014:2011.0,ES-GIJ,2011,453418,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0640:2016.0,ES-GIR,2016,18650,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1476:2015.0,ES-GIS,2015,1120,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0383:2015.0,ES-GPZ,2015,41422,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0871:2012.0,ES-GRB,2012,16240,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0821:2014.0,ES-GRL,2014,11841,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0840:2012.0,ES-GRN,2012,9793,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0018:2011.0,ES-GRX,2011,802840,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0229:2012.0,ES-GUX,2012,73378,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0376:2012.0,ES-HAD,2012,72561,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0015:2012.0,ES-HDL,2012,579282,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1150:2012.0,ES-HNJ,2012,9564,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0276:2007.0,ES-HOA,2007,2037255,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0276:2015.0,ES-HOA,2015,2037255,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0563:2012.0,ES-HUM,2012,13468,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0857:2012.0,ES-HUS,2012,3710,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0808:2012.0,ES-IBR,2012,5703,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0114:2012.0,ES-IGL,2012,148960,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1809:2017.0,ES-III,2017,24611,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0896:2012.0,ES-ILE,2012,3883,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0076:2015.0,ES-IRU,2015,238140,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1132:2012.0,ES-IV9,2012,4413,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0517:2012.0,ES-IZN,2012,38879,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0908:2012.0,ES-JBQ,2012,7275,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0350:2012.0,ES-JDR,2012,18128,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0585:2012.0,ES-JJ2,2012,13220,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0508:2016.0,ES-JJO,2016,12362,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2013.0,ES-JLF,2013,30505,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1293:2014.0,ES-JRB,2014,3222,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0763:2012.0,ES-JUN,2012,12156,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-LCJ,2017,137098,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0031:2012.0,ES-LEI,2012,611560,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0250:2012.0,ES-LEL,2012,62271,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0180:2013.0,ES-LEP,2013,211247,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0841:2012.0,ES-LG7,2012,13912,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0509:2012.0,ES-LGG,2012,18502,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0709:2012.0,ES-LGJ,2012,9563,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0034:2014.0,ES-LGR,2014,696928,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0077:2012.0,ES-LIZ,2012,125731,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0292:2017.0,ES-LJJ,2017,65264,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0038:2014.0,ES-LLE,2014,398480,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0072:2013.0,ES-LLI,2013,222946,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0647:2015.0,ES-LMT,2015,7707,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0210:2013.0,ES-LOB,2013,295496,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0714:2012.0,ES-LOP,2012,8039,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0387:2013.0,ES-LPZ,2013,31210,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0051:2017.0,ES-LQA,2017,593388,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0353:2013.0,ES-LQL,2013,49794,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0294:2012.0,ES-LQR,2012,33437,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0495:2012.0,ES-LRA,2012,41706,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0891:2015.0,ES-LRM,2015,4425,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-LRQ,2017,19324,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0548:2012.0,ES-LUL,2012,24778,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0391:2013.0,ES-LXC,2013,73109,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0119:2016.0,ES-LXR,2016,170715,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0001:2012.0,ES-MAD,2012,9420388,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-MAN,2017,247689,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0919:2014.0,ES-MD3,2014,8430,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0439:2016.0,ES-MDE,2016,37034,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0430:2015.0,ES-MDY,2015,17737,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0084:2012.0,ES-MEA,2012,255709,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0572:2012.0,ES-MFK,2012,30166,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0188:2012.0,ES-MFS,2012,82078,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0482:2015.0,ES-MFT,2015,15109,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0088:2013.0,ES-MJC,2013,209414,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1511:2012.0,ES-MJK,2012,2328,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0007:2015.0,ES-MJV,2015,1616694,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0491:2015.0,ES-MKZ,2015,27794,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0195:2005.0,ES-MLR,2005,78335,GCoMEC:methodology,GCoMEC:v2
GCoMH:ES0195:2012.0,ES-MLR,2012,78335,GCoMH:methodology,GCoMH:2021
GCoMEC:ES0090:2012.0,ES-MLV,2012,151002,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0251:2014.0,ES-MMA,2014,53929,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0225:2016.0,ES-MNL,2016,66410,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0063:2012.0,ES-MNR,2012,265054,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0569:2012.0,ES-MOJ,2012,36542,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0080:2012.0,ES-MOT,2012,266275,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-MOU,2017,48364,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0040:2013.0,ES-MQE,2013,461738,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0309:2013.0,ES-MQF,2013,35242,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0409:2016.0,ES-MRG,2016,30164,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2018.0,ES-MRL,2018,8233,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0249:2012.0,ES-MRN,2012,53211,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0654:2014.0,ES-MRO,2014,16214,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-MRR,2017,125022,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2013.0,ES-MSA,2013,48738,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0454:2014.0,ES-MSQ,2014,28904,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0399:2012.0,ES-MTG,2012,32103,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0434:2014.0,ES-MTM,2014,29188,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0043:2012.0,ES-MTO,2012,338569,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1284:2012.0,ES-MTQ,2012,3751,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2015.0,ES-MUO,2015,17615,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0341:2016.0,ES-MVA,2016,19490,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0199:2013.0,ES-MVT,2013,89117,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0388:2012.0,ES-MWR,2012,28978,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0621:2013.0,ES-MXJ,2013,21243,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0240:2013.0,ES-MZG,2013,63833,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1465:2012.0,ES-NAM,2012,2189,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0593:2013.0,ES-NCY,2013,18126,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0322:2007.0,ES-NET,2007,50517,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0191:2012.0,ES-NIJ,2012,115401,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0486:2012.0,ES-NIT,2012,24367,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0555:2012.0,ES-NSA,2012,24833,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0637:2012.0,ES-NSJ,2012,11093,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0952:2015.0,ES-OBA,2015,5454,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1800:2017.0,ES-OBL,2017,47794,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0011:2013.0,ES-ODB,2013,999324,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0772:2012.0,ES-ODE,2012,14130,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1582:2012.0,ES-OIS,2012,1045,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0623:2012.0,ES-OLD,2012,17358,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1152:2016.0,ES-OLO,2016,4817,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0196:2012.0,ES-OLX,2012,72845,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0488:2015.0,ES-ONL,2015,13252,GCoMEC:methodology,GCoMEC:v2
GCoMEC:nan:2017.0,ES-OOO,2017,13211,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0394:2012.0,ES-ORA,2012,49137,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1097:2014.0,ES-ORB,2014,4346,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0440:2016.0,ES-OST,2016,33652,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0543:2012.0,ES-OTU,2012,21550,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0725:2016.0,ES-PAP,2016,15829,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0214:2016.0,ES-PAZ,2016,65922,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0611:2012.0,ES-PBR,2012,12100,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0824:2012.0,ES-PDC,2012,8755,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0407:2012.0,ES-PDD,2012,34331,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0875:2012.0,ES-PFD,2012,24398,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0433:2013.0,ES-PFT,2013,71643,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1010:2017.0,ES-PG4,2017,6527,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0380:2007.0,ES-PGZ,2007,43595,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0380:2012.0,ES-PGZ,2012,43595,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0481:2015.0,ES-PIA,2015,24804,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0304:2012.0,ES-PIR,2012,58144,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0492:2015.0,ES-PLH,2015,19165,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1307:2015.0,ES-PLN,2015,1270,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0313:2013.0,ES-POL,2013,43351,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0093:2015.0,ES-POR,2015,109198,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1153:2014.0,ES-PPE,2014,4264,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1218:2015.0,ES-PR3,2015,1701,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0533:2012.0,ES-PRC,2012,14629,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0132:2016.0,ES-PTE,2016,53219,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0864:2012.0,ES-PTG,2012,5780,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1661:2014.0,ES-PUJ,2014,1369,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0629:2012.0,ES-PUL,2012,7316,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1031:2012.0,ES-PUR,2012,12159,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0108:2013.0,ES-PUS,2013,111254,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0458:2012.0,ES-PUU,2012,27956,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0075:2009.0,ES-PXA,2009,180768,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0609:2012.0,ES-PZN,2012,7968,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0436:2012.0,ES-PZX,2012,37653,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0581:2012.0,ES-QSD,2012,13915,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1131:2010.0,ES-RDC,2010,5419,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0483:2015.0,ES-REF,2015,13374,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0013:2012.0,ES-RIJ,2012,5109,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0064:2012.0,ES-RIU,2012,224222,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0123:2013.0,ES-RNA,2013,101178,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0161:2013.0,ES-ROT,2013,110496,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0070:2012.0,ES-RQM,2012,271517,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0715:2013.0,ES-RSE,2013,14193,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0735:2012.0,ES-RSJ,2012,2867,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0415:2015.0,ES-SAX,2015,16411,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0071:2013.0,ES-SBA,2013,204338,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES1418:2014.0,ES-SBN,2014,1910,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0847:2012.0,ES-SBS,2012,15870,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0049:2019.0,ES-SCQ,2019,311573,GCoMEC:methodology,GCoMEC:v2
GCoMEC:ES0020:2018.0,ES-SCT,2018,232931,GCoMEC:methodology,GCoMEC:v2
